,AutoML_solution,task,trainings_id,dataset_name,dataset_size_in_mb,absolute_balanced_accuracy,relative_balanced_accuracy,absolute_rmse,relative_rmse,dataset_rows,dataset_cols,runtime,type,missing_values,categorical_features,numerical_features,runtime_limit,failed
1407,:autogluon,:tabular_regression,651514b82dae03db08872d9e,forest_fires.csv,0.027546,9.0,9.0,109.0586564909911,0.9750426462502298,517,13,2.2081500000000003,Regression,0,2,11,240,0
1408,:evalml,:tabular_regression,651514b82dae03db08872d9e,forest_fires.csv,0.027546,9.0,9.0,108.90574106728259,0.9736755006775395,517,13,2.6054000000000004,Regression,0,2,11,240,0
1409,:autokeras,:tabular_regression,651514b82dae03db08872d9e,forest_fires.csv,0.027546,9.0,9.0,111.85014000198187,1.0,517,13,4.976766666666666,Regression,0,2,11,240,0
1410,:mljar,:tabular_regression,651514b82dae03db08872d9e,forest_fires.csv,0.027546,9.0,9.0,109.63749780211081,0.9802177967785123,517,13,42.49286666666667,Regression,0,2,11,240,0
1411,:tpot,:tabular_regression,651514b82dae03db08872d9e,forest_fires.csv,0.027546,9.0,9.0,108.87977385761269,0.9734433399518628,517,13,103.45515,Regression,0,2,11,240,0
1412,:gama,:tabular_regression,651514b82dae03db08872d9e,forest_fires.csv,0.027546,9.0,9.0,108.78881303112591,0.9726301015733935,517,13,217.2776333333333,Regression,0,2,11,240,0
1413,:flaml,:tabular_regression,651514b82dae03db08872d9e,forest_fires.csv,0.027546,9.0,9.0,108.89176108144044,0.9735505121362475,517,13,240.67031666666665,Regression,0,2,11,240,0
1414,:evalml,:tabular_classification,65167af92dae03db08872da8,bank-marketing.csv,5.237924,0.8285448969180162,1.0,9.0,9.0,45211,17,3.55615,Binary classification,0,10,7,60,0
1415,:pycaret,:tabular_classification,65167af92dae03db08872da8,bank-marketing.csv,5.237924,0.7319602681303436,0.8834286118387262,9.0,9.0,45211,17,9.003683333333333,Binary classification,0,10,7,60,0
1416,:lama,:tabular_classification,65167af92dae03db08872da8,bank-marketing.csv,5.237924,0.7229751436116632,0.8725841487901903,9.0,9.0,45211,17,12.957966666666666,Binary classification,0,10,7,60,0
1417,:autokeras,:tabular_classification,65167af92dae03db08872da8,bank-marketing.csv,5.237924,0.6678357222249184,0.8060344402688417,9.0,9.0,45211,17,18.753133333333334,Binary classification,0,10,7,60,0
1418,:autogluon,:tabular_classification,65167af92dae03db08872da8,bank-marketing.csv,5.237924,0.711217097748259,0.8583929493667901,9.0,9.0,45211,17,23.97941666666667,Binary classification,0,10,7,60,0
1419,:gama,:tabular_classification,65167af92dae03db08872da8,bank-marketing.csv,5.237924,0.7067759373967967,0.853032756614433,9.0,9.0,45211,17,54.35085,Binary classification,0,10,7,60,0
1420,:tpot,:tabular_classification,65167af92dae03db08872da8,bank-marketing.csv,5.237924,0.7282705166705532,0.8789753209265314,9.0,9.0,45211,17,60.39698333333333,Binary classification,0,10,7,60,0
1421,:mljar,:tabular_classification,65167af92dae03db08872da8,bank-marketing.csv,5.237924,0.7303889144698295,0.8815320897958542,9.0,9.0,45211,17,62.29546666666667,Binary classification,0,10,7,60,0
1422,:flaml,:tabular_classification,65167af92dae03db08872da8,bank-marketing.csv,5.237924,0.7304798813465229,0.8816418809212739,9.0,9.0,45211,17,64.62313333333333,Binary classification,0,10,7,60,0
1423,:evalml,:tabular_classification,6521251c2dae03db08872db2,SpeedDating.csv,6.931544,0.0,0.0,9.0,9.0,8378,123,0.0,Binary classification,18372,62,59,60,1
1424,:lama,:tabular_classification,6521251c2dae03db08872db2,SpeedDating.csv,6.931544,0.6195652173913043,0.6195652173913043,9.0,9.0,8378,123,1.05915,Binary classification,18372,62,59,60,0
1425,:pycaret,:tabular_classification,6521251c2dae03db08872db2,SpeedDating.csv,6.931544,1.0,1.0,9.0,9.0,8378,123,5.0721333333333325,Binary classification,18372,62,59,60,0
1426,:autogluon,:tabular_classification,6521251c2dae03db08872db2,SpeedDating.csv,6.931544,1.0,1.0,9.0,9.0,8378,123,27.255816666666664,Binary classification,18372,62,59,60,0
1427,:autokeras,:tabular_classification,6521251c2dae03db08872db2,SpeedDating.csv,6.931544,0.9554503105590062,0.9554503105590062,9.0,9.0,8378,123,31.2013,Binary classification,18372,62,59,60,0
1428,:mljar,:tabular_classification,6521251c2dae03db08872db2,SpeedDating.csv,6.931544,0.9891304347826086,0.9891304347826086,9.0,9.0,8378,123,43.999050000000004,Binary classification,18372,62,59,60,0
1429,:gama,:tabular_classification,6521251c2dae03db08872db2,SpeedDating.csv,6.931544,1.0,1.0,9.0,9.0,8378,123,54.323049999999995,Binary classification,18372,62,59,60,0
1430,:flaml,:tabular_classification,6521251c2dae03db08872db2,SpeedDating.csv,6.931544,1.0,1.0,9.0,9.0,8378,123,60.39366666666667,Binary classification,18372,62,59,60,0
1431,:tpot,:tabular_classification,6521251c2dae03db08872db2,SpeedDating.csv,6.931544,1.0,1.0,9.0,9.0,8378,123,60.40391666666667,Binary classification,18372,62,59,60,0
1432,:evalml,:tabular_classification,652134fa2dae03db08872dbc,SpeedDating.csv,6.931544,0.0,0.0,9.0,9.0,8378,123,0.0,Binary classification,18372,62,59,240,1
1433,:lama,:tabular_classification,652134fa2dae03db08872dbc,SpeedDating.csv,6.931544,0.6195652173913043,0.6195652173913043,9.0,9.0,8378,123,1.0338833333333333,Binary classification,18372,62,59,240,0
1434,:pycaret,:tabular_classification,652134fa2dae03db08872dbc,SpeedDating.csv,6.931544,1.0,1.0,9.0,9.0,8378,123,5.2408166666666665,Binary classification,18372,62,59,240,0
1435,:autogluon,:tabular_classification,652134fa2dae03db08872dbc,SpeedDating.csv,6.931544,1.0,1.0,9.0,9.0,8378,123,31.93765,Binary classification,18372,62,59,240,0
1436,:autokeras,:tabular_classification,652134fa2dae03db08872dbc,SpeedDating.csv,6.931544,0.9891304347826086,0.9891304347826086,9.0,9.0,8378,123,42.30701666666666,Binary classification,18372,62,59,240,0
1437,:tpot,:tabular_classification,652134fa2dae03db08872dbc,SpeedDating.csv,6.931544,1.0,1.0,9.0,9.0,8378,123,79.50945,Binary classification,18372,62,59,240,0
1438,:gama,:tabular_classification,652134fa2dae03db08872dbc,SpeedDating.csv,6.931544,1.0,1.0,9.0,9.0,8378,123,216.28348333333332,Binary classification,18372,62,59,240,0
1439,:flaml,:tabular_classification,652134fa2dae03db08872dbc,SpeedDating.csv,6.931544,1.0,1.0,9.0,9.0,8378,123,240.41944999999998,Binary classification,18372,62,59,240,0
1440,:mljar,:tabular_classification,652134fa2dae03db08872dbc,SpeedDating.csv,6.931544,1.0,1.0,9.0,9.0,8378,123,242.75116666666665,Binary classification,18372,62,59,240,0
1441,:autokeras,:tabular_classification,6530cd5c1c10960525319d75,diabetes.csv,0.023875,0.652962962962963,0.8888328711872951,9.0,9.0,768,9,0.5246333333333334,not available,-1,-1,-1,3,0
1442,:lama,:tabular_classification,6530cd5c1c10960525319d75,diabetes.csv,0.023875,0.7042592592592593,0.9586589362238467,9.0,9.0,768,9,0.7045833333333333,not available,-1,-1,-1,3,0
1443,:pycaret,:tabular_classification,6530cd5c1c10960525319d75,diabetes.csv,0.023875,0.6692592592592592,0.9110158810184018,9.0,9.0,768,9,1.0765333333333333,not available,-1,-1,-1,3,0
1444,:evalml,:tabular_classification,6530cd5c1c10960525319d75,diabetes.csv,0.023875,0.7346296296296296,1.0,9.0,9.0,768,9,2.2125333333333335,not available,-1,-1,-1,3,0
1445,:gama,:tabular_classification,6530cd5c1c10960525319d75,diabetes.csv,0.023875,0.6885185185185185,0.9372321653642551,9.0,9.0,768,9,2.8577166666666667,not available,-1,-1,-1,3,0
1446,:mljar,:tabular_classification,6530cd5c1c10960525319d75,diabetes.csv,0.023875,0.6699999999999999,0.9120241996470884,9.0,9.0,768,9,3.0038666666666667,not available,-1,-1,-1,3,0
1447,:tpot,:tabular_classification,6530cd5c1c10960525319d75,diabetes.csv,0.023875,0.7312962962962963,0.99546256617091,9.0,9.0,768,9,3.1974,not available,-1,-1,-1,3,0
1448,:autogluon,:tabular_classification,6530cd5c1c10960525319d75,diabetes.csv,0.023875,0.6664814814814815,0.9072346861608268,9.0,9.0,768,9,3.328016666666667,not available,-1,-1,-1,3,0
1449,:flaml,:tabular_classification,6530cd5c1c10960525319d75,diabetes.csv,0.023875,0.707037037037037,0.9624401310814217,9.0,9.0,768,9,3.81675,not available,-1,-1,-1,3,0
1450,:autokeras,:tabular_classification,6530edbd1c10960525319d80,diabetes.csv,0.023875,0.6861111111111111,0.9420289855072465,9.0,9.0,768,9,0.5028833333333333,not available,-1,-1,-1,3,0
1451,:pycaret,:tabular_classification,6530edbd1c10960525319d80,diabetes.csv,0.023875,0.6692592592592592,0.9188914314772438,9.0,9.0,768,9,1.0852333333333335,not available,-1,-1,-1,3,0
1452,:evalml,:tabular_classification,6530edbd1c10960525319d80,diabetes.csv,0.023875,0.7283333333333333,1.0,9.0,9.0,768,9,1.8507666666666667,not available,-1,-1,-1,3,0
1453,:flaml,:tabular_classification,6530edbd1c10960525319d80,diabetes.csv,0.023875,0.6985185185185185,0.9590643274853802,9.0,9.0,768,9,3.2569500000000002,not available,-1,-1,-1,3,0
1454,:tpot,:tabular_classification,6530edbd1c10960525319d80,diabetes.csv,0.023875,0.6927777777777777,0.9511823035850495,9.0,9.0,768,9,3.3066999999999998,not available,-1,-1,-1,3,0
1455,:autogluon,:tabular_classification,6530edbd1c10960525319d80,diabetes.csv,0.023875,0.7233333333333334,0.9931350114416477,9.0,9.0,768,9,3.3264,not available,-1,-1,-1,3,0
1456,:mljar,:tabular_classification,6530edbd1c10960525319d80,diabetes.csv,0.023875,0.6699999999999999,0.9199084668192219,9.0,9.0,768,9,3.4741833333333334,not available,-1,-1,-1,3,0
1457,:mljar,:tabular_regression,653a37341c10960525319d8a,wave_energy.csv,33.768063999999995,9.0,9.0,100000.0,1.0,72000,49,0.0,Regression,0,0,49,3,1
1458,:tpot,:tabular_regression,653a37341c10960525319d8a,wave_energy.csv,33.768063999999995,9.0,9.0,100000.0,1.0,72000,49,0.0,Regression,0,0,49,3,1
1459,:autokeras,:tabular_regression,653a37341c10960525319d8a,wave_energy.csv,33.768063999999995,9.0,9.0,85413.4898311683,0.8541348983116831,72000,49,1.12715,Regression,0,0,49,3,0
1460,:lama,:tabular_regression,653a37341c10960525319d8a,wave_energy.csv,33.768063999999995,9.0,9.0,73.01488873056016,0.0007301488873056016,72000,49,2.6780166666666667,Regression,0,0,49,3,0
1461,:gama,:tabular_regression,653a37341c10960525319d8a,wave_energy.csv,33.768063999999995,9.0,9.0,76.7697874607149,0.000767697874607149,72000,49,2.9674,Regression,0,0,49,3,0
1462,:autogluon,:tabular_regression,653a37341c10960525319d8a,wave_energy.csv,33.768063999999995,9.0,9.0,34127.8336562499,0.341278336562499,72000,49,3.5915000000000004,Regression,0,0,49,3,0
1463,:flaml,:tabular_regression,653a37341c10960525319d8a,wave_energy.csv,33.768063999999995,9.0,9.0,571.2731970593161,0.005712731970593161,72000,49,4.75895,Regression,0,0,49,3,0
1464,:evalml,:tabular_regression,653a37341c10960525319d8a,wave_energy.csv,33.768063999999995,9.0,9.0,24429.86413027323,0.2442986413027323,72000,49,5.589616666666667,Regression,0,0,49,3,0
1465,:pycaret,:tabular_regression,653a37341c10960525319d8a,wave_energy.csv,33.768063999999995,9.0,9.0,72.6284687065294,0.0007262846870652941,72000,49,5.93105,Regression,0,0,49,3,0
1466,:flaml,:tabular_classification,6542064b1c10960525319d94,diabetes.csv,0.023873000000000002,0.0,0.0,9.0,9.0,768,9,0.0,not available,-1,-1,-1,3,1
1467,:autokeras,:tabular_classification,654375021c10960525319d97,titanic_train.csv,0.061192,0.7661396574440053,0.9748533109807209,9.0,9.0,891,12,0.6144999999999999,not available,-1,-1,-1,3,0
1468,:lama,:tabular_classification,654375021c10960525319d97,titanic_train.csv,0.061192,0.7733860342555994,0.9840737636211231,9.0,9.0,891,12,0.8777666666666666,not available,-1,-1,-1,3,0
1469,:pycaret,:tabular_classification,654375021c10960525319d97,titanic_train.csv,0.061192,0.7188405797101449,0.9146689019279128,9.0,9.0,891,12,1.2113666666666667,not available,-1,-1,-1,3,0
1470,:evalml,:tabular_classification,654375021c10960525319d97,titanic_train.csv,0.061192,0.7859025032938076,1.0,9.0,9.0,891,12,2.275516666666667,not available,-1,-1,-1,3,0
1471,:gama,:tabular_classification,654375021c10960525319d97,titanic_train.csv,0.061192,0.746969696969697,0.9504610226320201,9.0,9.0,891,12,2.932666666666667,not available,-1,-1,-1,3,0
1472,:tpot,:tabular_classification,654375021c10960525319d97,titanic_train.csv,0.061192,0.7725296442687748,0.9829840737636213,9.0,9.0,891,12,3.4579,not available,-1,-1,-1,3,0
1473,:autogluon,:tabular_classification,654375021c10960525319d97,titanic_train.csv,0.061192,0.7733860342555994,0.9840737636211231,9.0,9.0,891,12,3.5819166666666664,not available,-1,-1,-1,3,0
1474,:flaml,:tabular_classification,654375021c10960525319d97,titanic_train.csv,0.061192,0.7813570487483531,0.9942162615255659,9.0,9.0,891,12,3.6581833333333336,not available,-1,-1,-1,3,0
1475,:mljar,:tabular_classification,654375021c10960525319d97,titanic_train.csv,0.061192,0.7569169960474309,0.9631181894383908,9.0,9.0,891,12,6.58225,not available,-1,-1,-1,3,0
1476,:mljar,:tabular_classification,6543756f1c10960525319da1,titanic_train.csv,0.061192,0.0,0.0,9.0,9.0,891,12,0.0,not available,-1,-1,-1,3,1
1477,:lama,:tabular_classification,6543756f1c10960525319da1,titanic_train.csv,0.061192,0.6355731225296443,0.970916775686827,9.0,9.0,891,12,0.7872666666666667,not available,-1,-1,-1,3,0
1478,:pycaret,:tabular_classification,6543756f1c10960525319da1,titanic_train.csv,0.061192,0.5374835309617918,0.8210727583777799,9.0,9.0,891,12,1.1391166666666666,not available,-1,-1,-1,3,0
1479,:evalml,:tabular_classification,6543756f1c10960525319da1,titanic_train.csv,0.061192,0.5283926218708828,0.8071852671832545,9.0,9.0,891,12,2.2552833333333333,not available,-1,-1,-1,3,0
1480,:autogluon,:tabular_classification,6543756f1c10960525319da1,titanic_train.csv,0.061192,0.6546113306982873,1.0,9.0,9.0,891,12,2.7828333333333335,not available,-1,-1,-1,3,0
1481,:gama,:tabular_classification,6543756f1c10960525319da1,titanic_train.csv,0.061192,0.6254940711462451,0.9555197745798532,9.0,9.0,891,12,2.8632666666666666,not available,-1,-1,-1,3,0
1482,:tpot,:tabular_classification,6543756f1c10960525319da1,titanic_train.csv,0.061192,0.6500658761528326,0.9930562544027371,9.0,9.0,891,12,3.401216666666667,not available,-1,-1,-1,3,0
1483,:flaml,:tabular_classification,6543756f1c10960525319da1,titanic_train.csv,0.061192,0.6119894598155469,0.9348898057763914,9.0,9.0,891,12,3.5986333333333334,not available,-1,-1,-1,3,0
1484,:mljar,:tabular_classification,654b5eea1c10960525319dad,electricity.csv,3.3222620000000003,0.0,0.0,9.0,9.0,45312,9,0.0,Binary classification,0,2,7,3,1
1485,:autokeras,:tabular_classification,654b5eea1c10960525319dad,electricity.csv,3.3222620000000003,0.7513882521432858,0.8036329948688969,9.0,9.0,45312,9,1.0465833333333334,Binary classification,0,2,7,3,0
1486,:lama,:tabular_classification,654b5eea1c10960525319dad,electricity.csv,3.3222620000000003,0.9302572540827574,0.9949389293279529,9.0,9.0,45312,9,2.1597500000000003,Binary classification,0,2,7,3,0
1487,:gama,:tabular_classification,654b5eea1c10960525319dad,electricity.csv,3.3222620000000003,0.8955309677625114,0.9577980911572593,9.0,9.0,45312,9,3.0109666666666666,Binary classification,0,2,7,3,0
1488,:evalml,:tabular_classification,654b5eea1c10960525319dad,electricity.csv,3.3222620000000003,0.8594775485715083,0.9192378432999313,9.0,9.0,45312,9,3.28075,Binary classification,0,2,7,3,0
1489,:autogluon,:tabular_classification,654b5eea1c10960525319dad,electricity.csv,3.3222620000000003,0.859630259546367,0.9194011724147065,9.0,9.0,45312,9,3.60685,Binary classification,0,2,7,3,0
1490,:flaml,:tabular_classification,654b5eea1c10960525319dad,electricity.csv,3.3222620000000003,0.934989301012791,1.0,9.0,9.0,45312,9,3.9869,Binary classification,0,2,7,3,0
1491,:tpot,:tabular_classification,654b5eea1c10960525319dad,electricity.csv,3.3222620000000003,0.8634199036044674,0.9234543140431674,9.0,9.0,45312,9,7.44575,Binary classification,0,2,7,3,0
1492,:pycaret,:tabular_classification,654b5eea1c10960525319dad,electricity.csv,3.3222620000000003,0.9084049589083145,0.9715672232017201,9.0,9.0,45312,9,9.650450000000001,Binary classification,0,2,7,3,0
1493,:mljar,:tabular_classification,654b5f771c10960525319db7,Amazon_employee_access.csv,2.726043,0.0,0.0,9.0,9.0,32769,10,0.0,not available,-1,-1,-1,3,1
1494,:autokeras,:tabular_classification,654b5f771c10960525319db7,Amazon_employee_access.csv,2.726043,0.5,0.7507909478734714,9.0,9.0,32769,10,1.0442333333333333,not available,-1,-1,-1,3,0
1495,:lama,:tabular_classification,654b5f771c10960525319db7,Amazon_employee_access.csv,2.726043,0.6073361605759884,0.9119649833533623,9.0,9.0,32769,10,2.074466666666667,not available,-1,-1,-1,3,0
1496,:gama,:tabular_classification,654b5f771c10960525319db7,Amazon_employee_access.csv,2.726043,0.6099174259985258,0.9158409647799621,9.0,9.0,32769,10,2.9493333333333336,not available,-1,-1,-1,3,0
1497,:evalml,:tabular_classification,654b5f771c10960525319db7,Amazon_employee_access.csv,2.726043,0.538629891147597,0.808796893055378,9.0,9.0,32769,10,3.1457833333333336,not available,-1,-1,-1,3,0
1498,:autogluon,:tabular_classification,654b5f771c10960525319db7,Amazon_employee_access.csv,2.726043,0.5413493852349567,0.8128804361425483,9.0,9.0,32769,10,3.6697833333333336,not available,-1,-1,-1,3,0
1499,:pycaret,:tabular_classification,654b5f771c10960525319db7,Amazon_employee_access.csv,2.726043,0.66596434255926,1.0,9.0,9.0,32769,10,3.6803166666666667,not available,-1,-1,-1,3,0
1500,:tpot,:tabular_classification,654b5f771c10960525319db7,Amazon_employee_access.csv,2.726043,0.5062724194289254,0.7602094993304772,9.0,9.0,32769,10,4.150566666666666,not available,-1,-1,-1,3,0
1501,:flaml,:tabular_classification,654b5f771c10960525319db7,Amazon_employee_access.csv,2.726043,0.5,0.7507909478734714,9.0,9.0,32769,10,4.757000000000001,not available,-1,-1,-1,3,0
1502,:flaml,:tabular_classification,654b9bfae0df02efbdd05595,diabetes.csv,0.023873000000000002,0.0,0.0,9.0,9.0,768,9,0.0,not available,-1,-1,-1,3,1
1503,:autogluon,:tabular_classification,654b9bfae0df02efbdd05595,diabetes.csv,0.023873000000000002,0.0,0.0,9.0,9.0,768,9,0.0,not available,-1,-1,-1,3,1
1504,:evalml,:tabular_classification,654b9bfae0df02efbdd05595,diabetes.csv,0.023873000000000002,0.0,0.0,9.0,9.0,768,9,0.0,not available,-1,-1,-1,3,1
1505,:gama,:tabular_classification,654b9bfae0df02efbdd05595,diabetes.csv,0.023873000000000002,0.0,0.0,9.0,9.0,768,9,0.0,not available,-1,-1,-1,3,1
1506,:mljar,:tabular_classification,654b9bfae0df02efbdd05595,diabetes.csv,0.023873000000000002,0.0,0.0,9.0,9.0,768,9,0.0,not available,-1,-1,-1,3,1
1507,:pycaret,:tabular_classification,654b9bfae0df02efbdd05595,diabetes.csv,0.023873000000000002,0.0,0.0,9.0,9.0,768,9,0.0,not available,-1,-1,-1,3,1
1508,:tpot,:tabular_classification,654b9bfae0df02efbdd05595,diabetes.csv,0.023873000000000002,0.0,0.0,9.0,9.0,768,9,0.0,not available,-1,-1,-1,3,1
1509,:lama,:tabular_classification,654b9bfae0df02efbdd05595,diabetes.csv,0.023873000000000002,0.0,0.0,9.0,9.0,768,9,0.0,not available,-1,-1,-1,3,1
1510,:autokeras,:tabular_classification,654b9bfae0df02efbdd05595,diabetes.csv,0.023873000000000002,0.0,0.0,9.0,9.0,768,9,0.0,not available,-1,-1,-1,3,1
1511,:autogluon,:tabular_classification,654b9cbb042fd12905abfdb0,diabetes.csv,0.023873000000000002,0.0,0.0,9.0,9.0,768,9,0.0,not available,-1,-1,-1,3,1
1512,:evalml,:tabular_classification,654b9cbb042fd12905abfdb0,diabetes.csv,0.023873000000000002,0.0,0.0,9.0,9.0,768,9,0.0,not available,-1,-1,-1,3,1
1513,:flaml,:tabular_classification,654b9cbb042fd12905abfdb0,diabetes.csv,0.023873000000000002,0.0,0.0,9.0,9.0,768,9,0.0,not available,-1,-1,-1,3,1
1514,:gama,:tabular_classification,654b9cbb042fd12905abfdb0,diabetes.csv,0.023873000000000002,0.0,0.0,9.0,9.0,768,9,0.0,not available,-1,-1,-1,3,1
